"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","LBR.LP.A","OBS_VALUE","Liberia","Population, Persons for countries / Index for country groups","Annual","Millions","4.36","4.472","4.587","4.702","4.819","4.937","5.058","5.18","5.305","5.432","5.561"
"IMF.RES:WEO(6.0.0)","G603.GGXWDN_NGDP.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KIR.LUR.A","OBS_VALUE","Kiribati","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KWT.NGDP_RPCH.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.501","0.593","2.926","-4.712","2.743","2.264","-4.817","2.261","5.859","-3.641","-2.804"
"IMF.RES:WEO(6.0.0)","LTU.NGDP_RPCH.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.769","2.845","2.614","4.705","4.832","4.723","0.048","6.361","2.516","0.428","2.726"
"IMF.RES:WEO(6.0.0)","KOS.GGXWDN_NGDP.A","OBS_VALUE","Kosovo, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G603.D.A","OBS_VALUE","Sub-Saharan Africa (SSA)","External debt, US dollar","Annual","Billions","450.327","479.059","523.056","603.546","654.823","705.094","728.677","744.03","769.659","786.457","822.501"
"IMF.RES:WEO(6.0.0)","KEN.LUR.A","OBS_VALUE","Kenya","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LBN.LP.A","OBS_VALUE","Lebanon","Population, Persons for countries / Index for country groups","Annual","Millions","6.274","6.399","6.259","6.109","5.951","5.782","5.663","5.593","5.49","5.354","5.354"
"IMF.RES:WEO(6.0.0)","MKD.NGDP_RPCH.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.629","3.856","2.848","1.082","2.881","3.91","-4.688","4.511","2.758","2.073","2.756"
"IMF.RES:WEO(6.0.0)","MNG.GGXWDN_NGDP.A","OBS_VALUE","Mongolia","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LBR.LUR.A","OBS_VALUE","Liberia","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KGZ.GGXWDN_NGDP.A","OBS_VALUE","Kyrgyz Republic","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LAO.GGXWDN_NGDP.A","OBS_VALUE","Lao People's Democratic Republic","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KGZ.GGXWDG_NGDP.A","OBS_VALUE","Kyrgyz Republic","Gross debt, General government, Percent of GDP","Annual","Units","53.597","67.087","59.073","58.786","54.818","48.848","63.643","56.201","46.822","41.95","36.645"
"IMF.RES:WEO(6.0.0)","LBY.GGXWDG_NGDP.A","OBS_VALUE","Libya","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LBY.GGXWDN_NGDP.A","OBS_VALUE","Libya","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LBR.GGXWDG_NGDP.A","OBS_VALUE","Liberia","Gross debt, General government, Percent of GDP","Annual","Units","24.332","24.771","28.608","31.839","37.13","48.55","58.67","53.28","54.308","58.808","56.474"
"IMF.RES:WEO(6.0.0)","MDG.GGXWDG_NGDP.A","OBS_VALUE","Madagascar, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","37.848","44.062","40.281","40.13","42.896","41.253","52.084","49.538","49.972","52.697","50.408"
"IMF.RES:WEO(6.0.0)","MAC.LUR.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Unemployment rate","Annual","Units","1.7","1.825","1.9","1.975","1.8","1.725","2.55","2.95","3.675","2.65","1.8"
"IMF.RES:WEO(6.0.0)","MWI.GGXWDG_NGDP.A","OBS_VALUE","Malawi","Gross debt, General government, Percent of GDP","Annual","Units","33.515","35.455","37.08","39.975","40.808","41.187","53.858","66.546","75.496","86.123","74.38"
"IMF.RES:WEO(6.0.0)","MWI.GGXWDN_NGDP.A","OBS_VALUE","Malawi","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MKD.LP.A","OBS_VALUE","North Macedonia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.918","1.912","1.906","1.899","1.889","1.876","1.856","1.837","1.832","1.828","1.819"
"IMF.RES:WEO(6.0.0)","MHL.LUR.A","OBS_VALUE","Marshall Islands, Republic of the","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G001.GGXWDG_NGDP.A","OBS_VALUE","World","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MLI.LUR.A","OBS_VALUE","Mali","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MDV.LUR.A","OBS_VALUE","Maldives","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MUS.GGXWDG_NGDP.A","OBS_VALUE","Mauritius","Gross debt, General government, Percent of GDP","Annual","Units","55.966","59.42","59.265","58.706","68.086","83.665","80.395","74.166","73.908","76.432","82.87"
"IMF.RES:WEO(6.0.0)","MDA.GGXWDN_NGDP.A","OBS_VALUE","Moldova, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MOZ.GGXWDG_NGDP.A","OBS_VALUE","Mozambique, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","63.403","86.034","124.808","103.792","105.525","98.262","119.966","104.336","100.259","90.758","96.625"
"IMF.RES:WEO(6.0.0)","G903.NGDP_RPCH.A","OBS_VALUE","Emerging and Developing Europe","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.943","0.933","1.738","4.181","3.65","2.522","-1.756","7.097","0.5","3.567","3.369"
"IMF.RES:WEO(6.0.0)","G400.NGDP_RPCH.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.367","2.915","4.33","2.609","2.73","1.86","-2.199","4.356","5.452","2.245","2.419"
"IMF.RES:WEO(6.0.0)","G205.NGDP_RPCH.A","OBS_VALUE","Latin America and the Caribbean (LAC)","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.294","0.362","-0.762","1.373","1.134","0.16","-6.877","7.429","4.208","2.399","2.371"
"IMF.RES:WEO(6.0.0)","ALB.NGDP_RPCH.A","OBS_VALUE","Albania","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.774","2.219","3.315","3.802","4.019","2.088","-3.314","8.97","4.827","3.937","3.962"
"IMF.RES:WEO(6.0.0)","ALB.LUR.A","OBS_VALUE","Albania","Unemployment rate","Annual","Units","17.5","17.1","15.2","13.7","12.3","11.47","11.675","11.5","10.8","9.5","8.8"
"IMF.RES:WEO(6.0.0)","DZA.NGDP_RPCH.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.086","3.162","3.884","1.524","1.44","0.933","-5.017","3.805","3.636","4.1","3.536"
"IMF.RES:WEO(6.0.0)","ATG.NGDP_RPCH.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.198","1.422","4.12","2.713","6.712","3.172","-18.869","8.173","9.108","2.427","4.313"
"IMF.RES:WEO(6.0.0)","ATG.LP.A","OBS_VALUE","Antigua and Barbuda","Population, Persons for countries / Index for country groups","Annual","Millions","0.089","0.091","0.092","0.094","0.095","0.096","0.098","0.099","0.101","0.102","0.104"
"IMF.RES:WEO(6.0.0)","AGO.NGDP_RPCH.A","OBS_VALUE","Angola","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.66","0.76","-1.7","-0.14","-0.59","-0.2","-4.04","2.1","4.22","1.001","4.503"
"IMF.RES:WEO(6.0.0)","DZA.LP.A","OBS_VALUE","Algeria","Population, Persons for countries / Index for country groups","Annual","Millions","39.114","39.963","40.836","41.721","42.578","43.424","43.851","44.577","45.291","45.973","46.626"
"IMF.RES:WEO(6.0.0)","ALB.LP.A","OBS_VALUE","Albania","Population, Persons for countries / Index for country groups","Annual","Millions","2.889","2.881","2.876","2.873","2.866","2.854","2.838","2.812","2.778","2.75","2.722"
"IMF.RES:WEO(6.0.0)","ARG.NGDP_RPCH.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.513","2.731","-2.08","2.819","-2.617","-2.001","-9.9","10.442","5.27","-1.611","-1.719"
"IMF.RES:WEO(6.0.0)","ARG.LP.A","OBS_VALUE","Argentina","Population, Persons for countries / Index for country groups","Annual","Millions","42.67","43.132","43.59","44.045","44.495","44.939","45.377","45.809","46.235","46.655","47.121"
"IMF.RES:WEO(6.0.0)","AGO.LP.A","OBS_VALUE","Angola","Population, Persons for countries / Index for country groups","Annual","Millions","27.128","28.128","29.155","30.209","31.274","32.354","33.428","34.504","35.589","36.684","37.968"
"IMF.RES:WEO(6.0.0)","AUT.LUR.A","OBS_VALUE","Austria","Unemployment rate","Annual","Units","6.042","6.158","6.475","5.925","5.225","4.8","5.475","6.175","4.742","5.1","5.423"
"IMF.RES:WEO(6.0.0)","AUT.LP.A","OBS_VALUE","Austria","Population, Persons for countries / Index for country groups","Annual","Millions","8.544","8.63","8.74","8.815","8.885","8.859","8.901","8.932","8.978","9.105","9.159"
"IMF.RES:WEO(6.0.0)","AUT.NGDP_RPCH.A","OBS_VALUE","Austria","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.756","1.303","2.117","2.272","2.484","1.755","-6.318","4.795","5.278","-0.955","-1.174"
"IMF.RES:WEO(6.0.0)","AUS.LP.A","OBS_VALUE","Australia","Population, Persons for countries / Index for country groups","Annual","Millions","23.64","23.985","24.385","24.759","25.146","25.52","25.631","25.771","26.313","26.951","27.122"
"IMF.RES:WEO(6.0.0)","TCD.NGDPDPC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1328.236","1031.895","894.293","888.615","990.693","934.731","910.416","997.979","1026.002","1023.545","1034.768"
"IMF.RES:WEO(6.0.0)","EGY.NGDPDPC.A","OBS_VALUE","Egypt, Arab Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3705.465","3933.927","3862.011","2592.707","2710.158","3214.301","3802.438","4145.939","4587.172","3743.608","3570.313"
"IMF.RES:WEO(6.0.0)","GNQ.NGDPDPC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","19276.253","11219.121","9200.0","9621.136","10129.619","8355.696","7045.629","8415.533","9155.152","7990.773","7888.213"
"IMF.RES:WEO(6.0.0)","GTM.NGDPDPC.A","OBS_VALUE","Guatemala","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3778.493","3994.231","4172.065","4452.202","4485.926","4646.84","4610.073","5053.653","5509.385","5933.036","6306.597"
"IMF.RES:WEO(6.0.0)","GMB.NGDPDPC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","607.429","649.511","683.998","676.656","729.035","768.921","747.886","820.584","831.843","886.873","939.184"
"IMF.RES:WEO(6.0.0)","IRN.NGDPDPC.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5910.083","5172.134","5730.832","6005.051","4054.938","2908.918","2326.664","3441.728","4431.515","4347.193","4633.211"
"IMF.RES:WEO(6.0.0)","ATG.NGDPDPC.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15423.336","15839.184","16163.761","16401.359","17470.66","17899.372","14419.909","16128.189","18522.672","19627.038","21490.99"
"IMF.RES:WEO(6.0.0)","G205.D.A","OBS_VALUE","Latin America and the Caribbean (LAC)","External debt, US dollar","Annual","Billions","2103.553","2110.671","2161.263","2269.591","2340.335","2432.399","2466.465","2546.75","2588.986","2698.921","2740.984"
"IMF.RES:WEO(6.0.0)","G903.D.A","OBS_VALUE","Emerging and Developing Europe","External debt, US dollar","Annual","Billions","1949.845","1760.711","1748.47","1873.22","1769.314","1793.995","1872.394","1929.376","1863.316","1948.091","2080.235"
"IMF.RES:WEO(6.0.0)","AGO.NGDPDPC.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6061.865","4680.829","3936.361","4628.964","3651.304","2926.143","1989.939","2445.388","4002.427","2992.131","3053.759"
"IMF.RES:WEO(6.0.0)","ALB.NGDPDPC.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4639.481","4000.659","4173.486","4596.819","5350.646","5459.304","5381.096","6432.353","6906.842","8504.966","10012.917"
"IMF.RES:WEO(6.0.0)","G200.D.A","OBS_VALUE","Emerging Market and Developing Economies (EMDE)","External debt, US dollar","Annual","Billions","8826.973","8388.539","8674.926","9634.533","10073.033","10592.262","11314.398","12056.993","11764.137","12108.693","12555.37"
"IMF.RES:WEO(6.0.0)","AND.NGDPDPC.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","46299.282","38877.485","39595.317","40017.741","42229.903","40688.491","36973.845","41806.876","41378.881","44483.604","46359.174"
"IMF.RES:WEO(6.0.0)","DZA.NGDPDPC.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6108.878","4691.686","4426.58","4554.15","4568.244","4452.856","3757.585","4169.217","4983.545","5389.842","5681.632"
"IMF.RES:WEO(6.0.0)","G400.D.A","OBS_VALUE","Middle East and Central Asia","External debt, US dollar","Annual","Billions","1118.232","1218.969","1370.681","1513.213","1636.977","1806.681","1975.969","2114.125","2108.986","2165.7","2298.709"
"IMF.RES:WEO(6.0.0)","G505.D.A","OBS_VALUE","Emerging and Developing Asia","External debt, US dollar","Annual","Billions","3205.017","2819.129","2871.456","3374.962","3671.584","3854.094","4270.894","4722.712","4433.19","4509.524","4612.941"
"IMF.RES:WEO(6.0.0)","ARG.NGDPDPC.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13208.831","14895.316","12772.868","14618.327","11786.433","9941.59","8489.332","10610.191","13676.216","13835.967","13415.312"
"IMF.RES:WEO(6.0.0)","BGD.NGDPDPC.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1340.289","1495.538","1679.021","1839.755","1991.739","2154.227","2270.348","2497.741","2730.846","2651.738","2622.368"
"IMF.RES:WEO(6.0.0)","ABW.NGDPDPC.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","25945.458","27482.4","27619.362","28578.308","30243.242","30804.096","22899.202","26966.948","30182.637","33581.286","36385.97"
"IMF.RES:WEO(6.0.0)","ARM.NGDPDPC.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3889.004","3529.026","3524.0","3868.906","4195.963","4596.861","4268.681","4685.183","6660.868","8125.625","8613.224"
"IMF.RES:WEO(6.0.0)","AZE.NGDPDPC.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7938.578","5524.527","3897.788","4217.653","4759.796","4841.145","4280.429","5468.269","7831.176","7151.946","7251.303"
"IMF.RES:WEO(6.0.0)","BHS.NGDPDPC.A","OBS_VALUE","Bahamas, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","29990.565","31573.76","31447.64","32427.071","33084.566","33778.471","25572.518","28828.653","32897.378","35517.076","36166.529"
"IMF.RES:WEO(6.0.0)","AUS.NGDPDPC.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","61629.37","51446.422","51779.836","55782.112","56357.044","54320.185","53163.316","64251.284","65574.135","64652.153","66247.96"
"IMF.RES:WEO(6.0.0)","BEL.NGDPDPC.A","OBS_VALUE","Belgium","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","48129.389","41032.322","41918.104","44110.725","47627.406","46858.358","45933.801","51830.701","51121.137","54924.575","56271.417"
"IMF.RES:WEO(6.0.0)","BLZ.NGDPDPC.A","OBS_VALUE","Belize","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6123.83","6148.025","6152.457","6102.86","6054.508","6185.417","5198.094","6060.882","7161.798","7587.446","8339.46"
"IMF.RES:WEO(6.0.0)","BEN.NGDPDPC.A","OBS_VALUE","Benin","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1251.827","1041.758","1049.531","1094.888","1194.023","1171.015","1239.74","1361.816","1306.021","1435.077","1507.167"
"IMF.RES:WEO(6.0.0)","BHR.NGDPDPC.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","26451.797","23734.075","23800.001","24784.752","26324.407","27259.726","24342.844","27140.448","30387.73","29290.112","29035.628"
"IMF.RES:WEO(6.0.0)","AUT.NGDPDPC.A","OBS_VALUE","Austria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","51342.747","43986.748","45032.903","47055.738","50963.207","50010.449","48764.175","53827.418","52609.011","56290.149","56914.537"
"IMF.RES:WEO(6.0.0)","BRB.NGDPDPC.A","OBS_VALUE","Barbados","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18935.288","18605.705","18704.689","19310.373","19654.52","20156.276","17951.935","18276.871","21624.512","23167.298","24644.036"
"IMF.RES:WEO(6.0.0)","BLR.NGDPDPC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8333.161","5953.752","5037.653","5785.291","6357.962","6838.218","6536.527","7332.084","7990.348","7821.879","7794.265"
"IMF.RES:WEO(6.0.0)","BTN.NGDPDPC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2680.038","2917.754","3016.073","3270.276","3491.905","3423.374","3357.954","3385.044","3677.509","3723.566","3913.004"
"IMF.RES:WEO(6.0.0)","CMR.NGDPDPC.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1604.627","1382.65","1412.866","1468.929","1585.96","1533.161","1539.354","1654.245","1592.262","1722.685","1800.59"
"IMF.RES:WEO(6.0.0)","BRN.NGDPDPC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","41947.487","31353.779","27321.997","28443.168","31074.01","29865.278","27174.73","31781.303","37452.922","33507.412","34044.497"
"IMF.RES:WEO(6.0.0)","BGR.NGDPDPC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7925.445","7096.339","7593.706","8409.665","9473.889","9874.073","10215.862","12352.357","14069.944","15892.404","17588.432"
"IMF.RES:WEO(6.0.0)","BFA.NGDPDPC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","767.569","632.191","665.575","710.541","780.482","768.053","828.777","893.5","863.905","910.947","1005.493"
"IMF.RES:WEO(6.0.0)","BIH.NGDPDPC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5263.395","4662.977","4875.228","5230.13","5859.283","5867.26","5800.39","6800.487","7064.286","7965.268","8334.086"
"IMF.RES:WEO(6.0.0)","BOL.NGDPDPC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3114.966","3069.319","3110.874","3388.523","3588.089","3591.403","3172.556","3449.205","3706.442","3748.093","3938.517"
"IMF.RES:WEO(6.0.0)","BRA.NGDPDPC.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12230.669","8893.346","8812.503","10055.567","9281.668","9010.512","7057.072","7951.553","9256.482","10350.437","10214.032"
"IMF.RES:WEO(6.0.0)","CAN.NGDPDPC.A","OBS_VALUE","Canada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","51025.428","43628.425","42382.499","45192.368","46617.97","46430.975","43573.195","52912.175","56358.067","54376.269","54473.186"
"IMF.RES:WEO(6.0.0)","BWA.NGDPDPC.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6844.033","5869.738","6411.552","6705.341","6947.818","6679.188","5863.182","7243.863","7725.804","7255.593","7117.095"
"IMF.RES:WEO(6.0.0)","KHM.NGDPDPC.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1485.892","1606.561","1735.785","1888.07","2097.235","2281.377","2136.009","2217.723","2365.226","2545.522","2754.508"
"IMF.RES:WEO(6.0.0)","CPV.NGDPDPC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4178.127","3560.703","3748.574","4029.514","4431.844","4505.893","3649.151","4072.362","4557.702","5083.19","5328.689"
"IMF.RES:WEO(6.0.0)","COG.NGDPDPC.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3623.464","2348.056","2106.937","2226.946","2716.492","2509.047","2014.193","2293.987","2339.437","2308.52","2360.4"
"IMF.RES:WEO(6.0.0)","HRV.NGDPDPC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14190.35","12286.053","12817.079","13899.034","15465.998","15566.354","14797.883","17802.327","18480.292","21869.502","23989.148"
"IMF.RES:WEO(6.0.0)","CRI.NGDPDPC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10853.638","11635.197","11986.918","12185.259","12428.924","12691.127","12163.927","12539.282","13239.876","16390.222","17908.546"
"IMF.RES:WEO(6.0.0)","COL.NGDPDPC.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8312.056","6337.03","6037.133","6577.287","6923.64","6540.141","5363.241","6231.24","6687.587","7015.002","7942.589"
"IMF.RES:WEO(6.0.0)","CIV.NGDPDPC.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2026.153","1846.22","1896.474","2000.09","2167.041","2173.778","2209.109","2478.224","2351.187","2560.951","2723.207"
"IMF.RES:WEO(6.0.0)","CHL.NGDPDPC.A","OBS_VALUE","Chile","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14582.85","13494.489","13722.878","15003.77","15755.003","14551.577","13056.638","16028.325","15193.738","16814.208","16439.479"
"IMF.RES:WEO(6.0.0)","COD.NGDPDPC.A","OBS_VALUE","Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","512.244","519.68","477.259","478.789","564.342","578.891","546.43","590.149","654.166","644.355","688.112"
"IMF.RES:WEO(6.0.0)","CHN.NGDPDPC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7774.592","8174.332","8222.25","8930.226","10040.46","10334.456","10695.519","12877.533","12968.171","12960.729","13312.7"
"IMF.RES:WEO(6.0.0)","CHN.LP.A","OBS_VALUE","China, People's Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1376.46","1383.26","1392.32","1400.11","1405.41","1410.08","1412.12","1412.6","1411.75","1409.67","1408.28"
"IMF.RES:WEO(6.0.0)","COM.NGDPDPC.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1609.102","1323.072","1356.892","1414.088","1518.8","1501.981","1510.592","1549.471","1438.176","1534.981","1636.893"
"IMF.RES:WEO(6.0.0)","FIN.NGDPDPC.A","OBS_VALUE","Finland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","50180.785","42625.16","43502.557","46109.916","49698.347","48395.834","48827.138","53203.799","50551.801","53026.111","53326.396"
"IMF.RES:WEO(6.0.0)","DNK.NGDPDPC.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","62700.908","53316.984","54699.182","57683.746","61456.783","59489.614","61075.932","69927.264","68434.674","68618.872","72041.536"
"IMF.RES:WEO(6.0.0)","CZE.NGDPDPC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20063.059","17944.844","18731.83","20882.415","23661.699","24013.061","23464.296","27667.664","27876.28","31630.134","31542.861"
"IMF.RES:WEO(6.0.0)","ECU.NGDPDPC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6422.124","5975.078","5907.928","6220.968","6293.459","6199.031","5469.758","6084.743","6555.526","6792.722","6775.257"
"IMF.RES:WEO(6.0.0)","SWZ.NGDPDPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4133.645","3766.458","3513.8","4031.056","4226.975","4031.719","3535.09","4259.206","4161.741","4175.555","4420.762"
"IMF.RES:WEO(6.0.0)","CYP.NGDPDPC.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27076.651","23507.588","24802.599","26834.797","29813.404","29911.926","28755.514","33920.585","34266.25","36605.306","38624.883"
"IMF.RES:WEO(6.0.0)","DMA.NGDPDPC.A","OBS_VALUE","Dominica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7388.583","7596.222","8089.25","7507.368","7981.044","8466.407","6872.22","7530.367","8193.119","8781.135","9307.924"
"IMF.RES:WEO(6.0.0)","ETH.NGDPDPC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","622.592","707.975","790.789","822.704","839.861","948.851","969.014","974.103","1142.927","1511.357","1320.157"
"IMF.RES:WEO(6.0.0)","SLV.NGDPDPC.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3638.533","3761.493","3870.318","3986.02","4145.89","4280.298","3960.332","4599.655","5048.438","5344.25","5526.955"
"IMF.RES:WEO(6.0.0)","DJI.NGDPDPC.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2470.925","2652.513","2803.689","2926.153","3038.268","3172.748","3182.318","3385.359","3506.369","3804.163","4081.528"
"IMF.RES:WEO(6.0.0)","EST.NGDPDPC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20574.581","17723.954","18661.231","20844.174","23628.862","24023.899","23914.829","27972.351","28473.526","30142.009","31174.35"
